Title,Review,Rating Score
Breathtaking,"Does who dislike are just not right for this gerne i guess which fine but if you love some romance in any way possible this is the one. I've binged it, it was fabulous. I'm hungry for more while being sad it's done",10
I absolutely loved the show,"I love the endless lovestory, I know, Im hopeless.. I love the beautiful surroundings where the film is shot and not least the beautiful acting!
But the best thing is definitely their language, it's wonderful to listen to! If only we spoke like that today!",10
✨Brilliant ✨,"Beautiful sets, gorgeous costumes and each actor was brilliant. My favourite was Lady Danbury whose regal imperious nature stole every scene. I can see why this is the #1 show on Netflix and it inspired me to read Julia Quinn's books.",10
Awful attempt.,"Period piece where fantasy paints a picture of equality, sexual desire and romance for our modern day pop culture. Original score of artists like Maroon 5, Ariana Grande and et al covered by a Classical Quartet to help fit the modern narrative. Shows like this are just pure rubbish, shallow and brain washing.If you want to make a modern day Teen drama then do so but there is no reason to take it back to the year 1800 and use historical figures as a gateway to a false narrative. It just an awful idea.The costumes were awesome hence 1 star.",1
Immensely great epic drama,"This drama, based on a famous series of books, is often hailed as not just one of the more popular and talked about shows of recent years - but also very acclaimed as one of the best. And for good reason.Without having read the novels as of yet, this show indeed conveys its period drama splendidly, whilst also adding some artistic and unique, interesting liberties along the way. The actors all do an incredible job, very career defining, and some you very much hope to see more of, conveying a vast range of emotions and humour. Sharply written and paced indeed.The cinematography, cutting and editing is great, and the series features some overall stellar imagery and costumes works. Very beautifully put together.Definitely a highly recommended show!",9
Wonderful Yearning Romance,This show is surrounded by a yearning romance and scandal that leaves the viewer wanting more. You find yourself yearning for the couple and you feel the tension as if it's your own and that takes a great writer and director. Having so many stories building in one show sets up what ever comes next. I love all the seasons so far but i want more of this couple I can't get enough. The chemistry that the actors and actresses had was beautiful and the story was so well written. The director really did an amazing job capturing each not only the intense sexual tension but also the heart break and troubles that each story carried. You can empathize and sympathize with each character in some way. This series is amazing!,10
people do realise that this is not a historica bio right?,Ignore the negative reviews! this is wonderful... I don't even want to mention diversity but the fact that it pissed so many people off means our world is still a mess. Sit back and enjoy the sexy drama!,9
People don't know what they are talking about,"Hands down great show, personally in a group of 10,000 women who all have suggested it. Don't take these few 1 stars for anything more than pettiness.",10
Simply nice and amazing,"1) the cast is amazing, every character is strongly played and has its proper place in the story
2) the plot is good (no, didn't read the books), although the identity of Ms W became obvious around 3d part
3) yes, we finally got Pride and Prejudice with sex. Still, a sex quite politely shown. Like, a sex a normal lucky couple would have. The leading couple looks amazing together.
4) atmosphere is amazingThis is a review from someone coming from a country which never went to other countries and brought slaves from there, so neither do we have any history of rasism or segregation, nor do we have any issues with using the word ""black"", nor fancy multiracial casting in historical dramas. All people I know simply find it awkward, as most people in this world will find awkward a black father having a white son in a Hamlet production, or white people playing Korean scholars in a historical dorama, or non-white people in the British high society in 1813... It is also quite annoying to see everywhere all these hateful and victimized comments about white (modern) people being obliged to be ashamed all the time of something they never did (especially the white heterosectual man, obviously), and even being obliged to change their history on screen.
Still, if this is the way for american society to deal with its trauma, they have the right to do it anyway they please.
With me being annoyed at blind casting in historical movies (yes, everyone is really, really tired of american social traumas and pursue of some perfect tolerance working for everyone), and avoiding this series for quite a long time, I watched it, and I totally forgot about blind casting in 15 mins. This is the power of culture and talent. I even got respect for this way of social psychotherapy.",10
Zzzzzz,"""Historical inaccuracies"" aside, I really only have two problems with this show:1) It is basically NOTHING like the book seriesand2) It is BLOODY BORING.5 stars for beautiful costumes, sets, and some interesting acting.",5
Sex education meets pride and prejudice,"This show is great, from start to finish I was hooked, as was everyone else I know. There is a brilliant display of diversity and it is nice to see actors/actresses, many of them, at the beginning of their career. It has the brilliance of being adult enough to show the 'taboo' of regular period dramas, but does so in a way that allows romance and escapism. Sure people may say there is little historical correctness but the bigger picture is that it is a beautiful series. Does it have some flaws? Perhaps. Every brilliant show does. But I thought it to be amazing and I cannot wait to see Season 2.
Also one word... SIMON.",10
Absolutely Loved it!,"It's disheartening so many people gave this show bad ratings because of the color of the actors. I have not read the books, but LOVED how they were able to rewrite it to include a diverse cast. The book is completely fictional, so changing it around to be a juicy diverse love story brings in more viewers. This was not meant to be a historical representation of the 1800's. For myself seeing people of color play Queens, Dukes, etc. was so nice and refreshing to see because our history was taken from us. Biopic's are cast to represent the true identity of a character and fictional stories are made for rewriting to bring in the masses. So, if you can't see past the color you need to take a deep look at the yourself as a person because you really missed out on a great show! Blacks, Asians, Latinos can play any role in a fictional show and guess what it does not change history, but I'm sure it made a young child of color smile to see people who look like them get cast for a role they normally wouldn't get cast for.",10
Refreshingly Different,"It's nice to watch something so different, with so much diversity, to anything else on TV, I truely allow myself to be so absorbed that I let myself forgot about the outside world for awhile, light hearted & witty with a twist of scandal and betrayal, and exquisite frocks to boot, love it!! 👍🏼",10
My first review,"If you don't like the cover for the TV show, please don't watch it. This is for people who want to have a fun time and marvel about the cimetagrophy, the customes and the pleasure of seeing a fantasy world with attrctive acors of diverse background. If yoU don't like to see an imaginary world where white and black people have equal status, do not watch it. If you don't like romance and steamy sexy scenes do not watch it. If yoi don't like period fictional dramas do not watch it. For everybody else who knows how to enjoy a reallly good tv show whose only goal is to entertain, then this is for you. Thank you to the team of Bridgerton and Shondaland for bringing this show. The ride was fully entertaining.",10
Don't listen to the nay-sayers,"I don't know why there are so many negative reviews, the show is fun, colorful, and very similar to Hamilton in that it's a modern cast in a ""historical"" setting. If you like period pieces, Jane Austin, romance novels, Hamilton, gossip girl (which to be honest I've never watched but it there's a storyline that is what I expect gossip girl to be), or even just shondaland shows then I recommend giving it a go.",8
Utter trash,"If you're expecting another Downton Abbey, look elsewhere. The characters are one dimensional, dare I say cartoonish? The plot could have been borrowed from any number teen dramas. I was mildly interested during the first two episodes but the same silly stuff kept being passed off as plot development. Finally fell asleep watching. I can't even work up,the motivation to dissect it further. I guess the Shonda magic is wearing thin.",3
Beautiful and a delight to watch,"I haven't enjoyed watching a show this much in YEARS. It has all of the ingredients of a great show: romantic, elegant, fun, sexy, great script and perfect casting, amazing music, luscious sets and costumes, beautiful, sweeping visuals. While Bridgerton is the first in its genre to veer sharply into steamy territory, it doesn't feel cheap thanks to talented actors and a strong plot. The use of modern songs performed by a string quartet is simply genius, and the music feels like a truly important component. There's an element of mystery with the identity of Lady Whistledown, which makes it great fun. I also admire what they did with the diverse cast. It's not meant to be historically accurate, but an imagined (and better) world. Cannot wait for season 2.",10
Guilty pleasure,I liked both seasons on one and two. This is a guilty pleasure show. I don't think too much about historical accuracy or cultural appropriations when I watch it. I just watch for fun and pleasure. It is more enjoyable that way. People exhaust me with the seriousness of their ratings lol. Just have fun with a tv show. Jeez.....,8
Loved this! Do not understand all the bad reviews...,"I really enjoyed this show. Loved it actually. Was it historically accurate? Nope but it's a fictional series so not sure why it matters. To be honest I didn't really get hooked until about episode 3. Was it a perfect show? No. Did I watch it all in 2 days? Yes. Was I sad when it was over? Very much yes. Daphne and Simon had great chemistry and I loved their story. Each character I wanted to know even more about. I laughed, I cried. I cannot wait for season 2 and the fact MILLIONS of people have streamed this speaks for itself. Give it a chance.",10
Bridgerton = Power,"I thought it was just fantastic! I cried, smiled, danced, and fell in love. Definitely my favorite show of the year",10
So so so so watchable,"No it might not be historically correct but greys anatomy isn't a real portrayal of hospitals. Amazing, bingeworthy, Swoonworthy - boshed it in a weekend. Loved it!",10
Where are the cars and mobile phones?,"If it is going to cram modern concepts in a Victorian fiction, why do a half assed job of it and not go all the way?",1
Fun and harmless,"It's a great bit of fun, harmless and entertaining.
I don't know why it get such awful reviews.
If you want historical fiction watch documentaries.
We enjoyed it and was super relaxing.
ENJOY",10
An exciting escape from reality,Forget about the historical perspective about this show because it's a truly great and fun watch. I enjoyed the characters because they have very distinct personalities and their own quirks. I haven't watched a show that truly captivated my attention and made me come back for more in a while. This show historical enough for modern viewers to continue watching and not get bored.,9
Enjoyable!,"I haven't read the books, but if you're looking for something extravagant and soapy, look no further! It's like if Gossip Girl and Pride and Prejudice had a baby.",8
Love!!,Obsessed with this show please please let there be a season 2 and more!!!!!!!!,10
What did you expect?,"It's exactly what it claims to be, a romance novel in tv series format. I love the characters, costumes, MUSIC, etc, and the plot, while that of a romance novel, was fun and had some surprises.Everyone needs to calm down, it's all in good fun!! Definitely Gossip Girl meets The Bachelor meets Jane Austen.",10
Gossip girl meets sex and the city meets an inaccurate 1800s England,"I could only stomach the first 15 minutes of the first episode. I could not get past the historical inaccuracy of having various ethnicities in high society and diplomatic positions. It just didn't happen in the 1800s in England, sorry. The narrator mimics the style of gossip girl to the T. The acting and dialogue is atrocious. The only positives are the sets and clothing. It seems this show is to appease those in the PC culture that love having a diverse cast no matter what the context, quality, or subject is. I have no issues with diversity but don't mix diversity with a historical setting that is grossly inaccurate.",1
Wonderful!,The season is Brilliant!Love the story!The cast paly their roles very beautifully!I think the best romamce season from netfilx is This!!!!Love it,10
love love the diversity !! very entertaining,Such a wonderful period piece ! it reminds of a marie antoinette lol but as a series! i just love! and the diversity in the cast is so refreshing and beautiful!!!! i'm obsessed with this !,10
The Bridgerton's - The Duke And I,"A true fan of Julia Quinn and The Duke & I was my first book read in her Bridgeton series and thoroughly enjoyed seeing the story come to live before my very eyes in Shonda/Netflix's version of this beloved Romance story! Loved everything about Netflix The Duke & I as the struggles were real for the mothers of girls as we had seen in P&P w/ Mrs. Bennett and making advantageous matches for their securities in a ""Man's World"" - The Duke & I delivered a stunning performance by a stellar cast of professional actors ... Lady Danbury & Lady Whistledown are two forces to be reckoned with ... The Duke & I deliver on a story worthy of Julia Quinn's imagination with pure visual delights ... Exquisite Costumes, Stunning Cinematography, breathtaking Choreography, and a well written adaptation of JQs novel of the same name. Thank you, Shonda Rhimes & Netflix, for allowing me to glimpse what the world of Regency period may have looked like with all the delights and naughty bits - I loved seeing Simon's back story and watching him realize through the eyes of love from his wife (Daphne) that he was a man of true worth - Simon never stood a chance from the moment Daphne bumped into (literally) at a ball - looking forward to seeing more of Daphne & Simon and the Bridgerton's ""Pall Mall"" game!",10
Whether you've read the series or not,Will Bridgerton change the world or your life? Likely not. That being said-it is a delightful distraction for the end of this year. Just what this doctor ordered.,10
Refreshing,Great acting. Perfect cast. Refreshing show. This show needs season 2!,10
Could be much better,"As someone who hasn't read the books, I would have loved it! But unfortunately, I read them! An amazing thing about book adaptations is the power that directors, producers, and the behind-the-scenes team in general, has to make something good (or something bad) into anything amazing, but that's not what they did. They took a masterpiece that is ""The Viscount Who Loved Me"" and simply changed everything and changed essential parts, like the fact that Kate only wants the good for her sister and Edwina wants to please the family by marrying someone with money to lift them out of poverty, and they turned a whole love and beautiful story into something petty. They made Kate look like a villain for taking Anthony away from her sister, and they made Edwina look like an idiot for not seeing certain things, it was all too bad!I must confess that some scenes were very good, it was much better than in the book, but to my displeasure, they were just exceptions. I don't think the series should be called Bridgerton when the only thing in common are the names of the characters (that's because many of them had sharp personality changes), Lady Whistledown and all its plot, the permanence of house names, and the plot of enemies to lovers, everything else changed, it would be much nicer for them to make a novel of any period without any connection to the book.",5
Do not just watch 1 episode!,It is totally worth watching the whole season. Rating shows after watching just 1 episode should be forbidden.,10
Best show of 2020,"Obsessed! I became very attached with each character and side story throughout the show. Cannot wait for season two. Beautiful music, costumes, acting, and storylines. I'm so hooked",10
Absolutely delightful,"I've read the books a few years ago and was amused by its wit and interesting plots. I was pleasantly surprised when I heard the books are finally being turned into a series. I have to say I am also pleasantly surprised by the diverse cast and hope I see even more of that in the future. Yes, this is not a dull British period series, we already have plenty of those. What we really needed was something light and funny and as further as possible from 2020.",10
Absolutely gorgeous!,"I havent been able to stop thinking about this show, the characters are so loveable and well rounded. Each episode it just filled with scandal and romance and its so much fun to get caught up in it. Fantastic show",8
Make your own mind up,"As did I. I would never have watched this wonderful drama if I had listened to the critics. I have not read the book, so I am unable to vouch for its authenticity but as a viewer, I was engrossed and captivated by the storylines, costumes, acting, sumptious settings etc. I binge watched the whole series and cannot wait for more. Many of the cast gave excellent performances the show is a big winner for me.",8
garbage filled with yawn inducing cliches,"All the raving reviews here say ""switch your brain off before watching"". perhaps i just dont know how to do that LOL. dont get me wrong, i'm all for fun to watch garbage shows. watched many of them on netflix etc. but this was not fun at all. riddled with cliches all over. and what they tried to do with a mashup of gossip girl and jane austen and downton abbey + sex appeal doesnt work one bit. it is actually more like an insult if you happened to watch downton abbey. im also not against imagined reality but writers need to be consistent and crafty with it. it worked in ""the great"" but it doesnt work here.",1
Truthfully romance,"It must be one of the first romances TV shows I've enjoyed so far. Firstly, all actors and actresses are incredibly talented and take their character to another whole new level.Bridgerton is refreshing, addictive, sexual and risky but on point drama mixed with romance!While on season 1 the truth about romance is told, exposing the British society, season 2 brings the sexuality and chemistry into a different level.",9
Challenges Your Assumptions,"A witty, subversive take on the Regency romance genre. The sets and costumes are sumptuous. Anachronisms abound, but I didn't really care. It's a lot of fun. Just enter Shondaland's universe and enjoy.",8
Entertaining,"Don't normally write reviews, but such low scores need some balance. Never read the books, didn't know about the controversial debates over casting until after I watched it. TV is what you want it to be - in this case an escape from reality. That's it, I wasn't looking for a history lesson, I wasn't looking for the meaning of life. I was looking for a distraction on a cold winter's evening - goal achieved! I laughed, I got annoyed with characters, I fell in love with some characters, and despised others. It's not going to be everyone's cup of tea - but was something I and my daughter enjoyed together. Looking forward to season 2.",9
Awesome,"Perfect, the cast is the best! Wonderful to see my Bridgertons, all very beautiful.",10
I completely loved this series.,"I just loved the series, it's perfect so far. I've watched it twice since it premiered and the two times I watched the only thing I did was look underway to my computer screen. The adaptation brought of course many changes, but the essence remained. The main couple is perfect, Simon is wonderful. Anthony can't say the same and I wish he'd get better next season. And that Benedict and Francesca have a real participation in the series, not only in their respective seasons. It is not possible for someone so to have liked this work",10
I like Arianna Grande but.....,"First off, I would like to note, that I love Arianna Grande's music.That being said, I am also a big fan of period television and series. Period pieces have a tendency to take you back to imagining how life was hundreds of years go.... This series initially drew me in because it looked like it was going to be a good one!Everything seemed alright while I watched the first episode, but then half way into the episode, I was VERY weirded out. There is a scene where we see various violinists performing for the guests, and these violinists started playing ""Thank You"", by Arianna Grande.First of all, immediately I was ripped away from the fantasy of watching a period piece. It ruined the feeling that I was gazing into the life of nobles and ladies in the 1800s. I was handed a very crude awakening, that these characters were not in 1800s England, they were just playing dress up in the 2020s.I forced myself to go through the experience, thinking it was just a one off, but then, moments later, the violinists started playing another popular song from 2021 ( I dont remember the name), it was at this moment that I simply turned off the show, and decided never to watch it again.As I said earlier, its not that I dislike Arianna Grande, I really like her music. But when you are creating a show that is set in the 1800s, PLEASE dont ruin it by putting in modern day music. It really rips the viewer out of trying to believe that what they are seeing, ""really could have happenned in those times""",1
better than expectation,"Better than my expectation, i have to admit. the story flow quite good enough whilst the casts are not the superior good looking but lovely & adoring. cant wait to watch the season 2",10
This is historical fantasy....,"Historical fantasy and period romance are a fantastic way to reimagine history. Episode 4 really hit me hard. It gives you the imagery you always wanted....costumes are fantastic....and then gives a depth I search for in reading romance books. Yeah I wasn't exactly sold on the main romance...mostly for the woe is me whining of the privileged couple madly in love. Luckily you have a whole cast and menagerie of storylines to follow and invest in. I can't wait to see what happens for these characters and I wholeheartedly love the boldness of saying WHAT IF we hadn't bound entire races of people in enslavement, social inferiority and servitude....where would we be today IF we had had an equality movement nearly a century earlier. Also the queen is a kicka*# character and I could watch her comedic performances all day...not to mention her turn for the drama",8
Not That Bad As They Say,A very Good Drama you can enjoy. Drama Genre Lovers can Surely Give it A Try.And it's not everyone's Cup of tea,8
LOVED IT,Beautiful history and beautiful colorful. l love this romance,10
I love everything,"I wait 5 ages for this, and I love so much. Penélope & Colin are the best couple forever!!!",10
As bad as I thought,"I knew I'd hate this show and I did. Any show that tries to lure an audience in with sex in a modern day vibe has to be lacking in everything else. Seems like it's trying to do the stuff people thought was cool ten years ago. Explicit sex has become boring because there's too much of it. Stop lazily thinking it's ""what the audience want"". Maybe; but it has to backed up with a good well directed story. I hated this show. I hate hearing scripts trying to sound modern when people clearly wouldn't have talked that way. Plus isn't all the hype around it suspiciously over the top?",1
Fine For Its Genre - Romantic Relationships,"Just enjoy this series for what it is. The author has a great understanding of human nature, and uses it explore all aspects of romantic relationships. It's something of a mystery to us even today. We do want to fall in love, to stay in love, to find that love is the ultimate reason for a lifelong commitment. In this piece piece, we watch some fall by the wayside, we see some endure. None are perfect, nor do they have to be. But if you find it interesting to see so many factors contributing to and complicating peoples' love life, then this one's for you!",8
Amazing Fresh Adaptation of The Bridgerton Series,"I love this series.It has brought all the characters I love to life and I spent 8 hours enjoying the opulence of Regency life, the loving and maddening Bridgerton family, the scandals, the extra story plots giving the characters more depth and of course the passion.The creators have made a brilliant job of bringing Julia Quinn's stories to life and giving a fresh, enticing feel to them.I will always love the books but this series has made them come more alive in my imagination now.Now for the long wait of series 2",10
Impeccable.,"Bridgerton is impeccable. Soundtrack. Actors. Story. The 1800s are magnificent and bringing her to the screens made everything more incredible. The romance as it is portrayed together with the love of the family, its brothers, in all is an impeccable set. It is worth highlighting the actors' choices. Simon. It's. Perfect. Too anxious for a second season and Anthony's story. Netflix + Shonda = quite a hit. I loved it.",10
Highly recommender,"If you like sensual romances with great cast and amazing music, incredible dresses....It is your show. You will fall in love.",10
Great characters other than The Duke,"The character development is extremely strong, the plots are tantalising, but The Duke is the most frustrating human in the entire world.",8
"Cringe, cringe, cringe","I watched it because I got super curious by all the hype made for this show. God! Barely endured the first episode. What is that, really? Is it a ""past meets today"" kind of thing; is it a mockery to the British royals; a dark comedy; some type of weird modern adaptation?? All I think of was ""cringey"", sorry. The plot of the show is not bad actually, but the execution...Could have been way better.Also, I couldn't comprehend what was all that hype and being at the top for weeks about. Even the chemistry between lead roles do not match.",2
Amazing,"As someone who has not read the book, I throughly enjoyed it. Don't listen to the bad reviews and give it a chance!Not your typical drama",10
Gossip Girl + Jan Austen,This period drama is the perfect mixture of gossip girl and Jane Austen. The costume and sets are beautiful with stunning. The plot is fantastical and so unexpected that it leaves you hanging in suspense at the end of each episode. The conflicts and romance replicated in this period drama gives the watcher some historical perspective of Great Britain in the 1800s whilst balancing it with a nice mix of romance including some steamy scenes.,9
I Loved,"I loved the series completely, the way Simon developed and how he was completely the same as the books, the actors are completely wonderful, I never imagined I would become a fan that easy, the friendship of Penelope and eloise captivated me from beginning to end, completely true to the books.",10
"A jolly jape, not to be taken seriously at all. Let it wash over you.","This is a good entertainment as long as you do not take it seriously for a second, and simply accept it as it is; a good old-fashioned soap opera with no historical accuracy whatsoever. Light-weight, superficial characters, a feast of ballgowns and glamorous decor, meaningless dialogue, bodice ripping soft porn. Total escapism. Lap up every silly second. Lots of gorgeous male totty on display. What a lovely way to get through life - simply throw a ball when all is looking desperate and gossip endlessly about all your neighbours. I loved every silly, nonsensical minute of it and moved on to Queen Charlotte immediately for more delightful tosh. Enjoy.",10
Interesting romp but historically dubious,"It's definitely watchable if you don't mind the repeated bonking towards the end which gets annoying after a while and there is no way on this earth that a regency duke would be talking to a debutant about masterbation! If those two comments put you off then it is not for you. I like the large non white casting except on one point which is referencing the King marrying a black woman where as Queen Charlotte was definitely not and she was also much more in love with her husband and genuinely distressed by his condition than this rather callous and wholeheartedly unlikable character is. Cast a a black women in the role but be colour blind to the casting as in David copperfield, don't rewrite history to make a point. If you want to understand a better history of the era then watch The Madness of King George which is closer.",8
Why pay for the rights to a book series if you arn't going to tell the same story,"It's common for some changes to works given budget and time restraints but it seems like every change to the story was because of some absurd pc ideology that undermines the whole point of the series.There's nothing from the books besides the name
I think they did this cheesy, poorly written, and poorly acted fantasy nonsense and then bought the rights to the book and named this nonsense after themselves. Just don't waste your time, i'm going to watch some jane austen movie to clear my eyes.",1
Intriguing,Intriguing twists turns who knows who who said what?? Excellent watch to do exactly what TV was made for to entertain!!! Takes you back to a time & place of history. Give it a try you won't be disappointed.,10
Sooo good,"SOOO GOOD. Every episode had me on the edge of my seat. The costumes, acting, music, everything was perfect. I also think it is great how there seemed to be a hint of Pride and Prejudice. I really hope the next season comes soon.",9
Captivating,"To each their own, Accurate or Not, Enjoyed every bit of it, Though there could have been improvements in some of the acting but overall was OK. I Also wondered about the choices of people of color set in that time but understood it to be in a ""typical world with all things being equal"". Regé-jean page is a brilliant Actor",10
Binge worthy,"I am having too much fun watching this show. I love the diversity, the costumes and cinematography are beautiful. It's not something to watch with kids in the room ladies so make sure you make some ""you"" time and enjoy a good show. Please see it for yourself instead of looking into these negative reviews, everyone has a right to their opinion but make the decision yourself",10
Bridgerton is amazing,"This show is absolutely amazing!! I can't stop watching, definitely recommend. Love all the characters. We really need a season 2.",10
Odd costumes,"It might seem odd to focus on the costumes when there is so much else odd about this, but... Think of the exquisite costumes and jewellery used in the most recent ""Emma"" and then compare it with this.
At that time, muslin was the fabric of choice for young women, in white or very pale colours. In this, all the colours are garish, and the clothes for the older women are frankly unbelievable. I've never seen so much bosom heaving.Everyone is wearing huge mounts of tacky jewellery, which is all over the place in terms of period. Some looks like 1950's Woolworths - but there is simply too much all the time.Then, morning calls. I'm pretty sure that young men did not call round to see a named young lady the morning after the ball in the way they are queuing up to do here. I don't often feel pity for the actors but I did here - it was so cringe-making.The people putting this together have seen a few film adaptations of Jane Austen but understood nothing about the period or the manners.",1
Hooked by episode 2,"I don't normally like British shows, but I kept hearing such good things about Bridgerton, so I tried it. It took me a couple tries to get through the first episode, but I became completely immersed somewhere during the second episode. I love it.Pay no mind to the hateful, misery-filled 1 star palookas. You know who they are.",9
Excellent,"I am shocked on the bad reviews of this show. I loved all the characters and found it very entertaining. The costumes were beautiful, the dialogue was witty, the chemistry was palpitating at times. I admit my favorites scenes were with Daphne and Lord Simon, I felt their connection and left me wanting more every episode. I actually plan on rewatching the series again!!! Its worth a watch!",10
"It's entertainment, treat it as such","Let us speak of a simple truth. If you are ok with people waltzing to Shawn Mendes 200 years before he was born, ok with women in their mid-30's playing young teenagers, ok with huge anachronistic liabilities yet are not ok with a black duke, a black Queen, an interracial relationship, a black man with a white servant, then you are a racist. Whether you like it or not, you are a racist. Grow up.",10
Simple yet beautiful,"It's a simple sunday love story where you sit on your couch on a lazy sunny sunday, after a big lunch and a wonderful desert waiting for sleep to take you away.... Yet you won't fall asleep because, as fictive as it might be, this story is filled with so much colour, you desperatly want to see more. At least this is how I feel.
And... OMG!!! Sorry for the spoilers but that love scene?? I am old fashioned and that scene truly fascinated me.
It makes me want to crave more for the respect a man should have towards a woman and the kindness a woman should have towards a man. Both should cherrish each other. I hope one day I will find this kind of passionate love and respect.",10
Crying real tears,"I've been reading some bad reviews so I wanted to say that this show did exactly what it was supposed to do. IT ENTERTAINED! The goal wasn't to be historically accurate the goal was to be an intriguing tv show and that's exactly what it was. When I started watching it I stayed up till 5:30 in the morning to get as far as I could. Complex characters, regency era (be it a more exciting version), and great sex scenes. What more could you ask for???",10
Awful production...,"Yeah, pretty much what everyone else is saying here. Every show these days has to make a statement, but I'd rather remember the past and the vile attitudes people of that time had. I don't want to see it glossed over like it never happened... what next? A WW2 movie where the holocaust never happened and everyone just gets along?Plus the production on this series is a joke. Anyone else notice the yellow lines and parking bays on the road in the first episode!? Lol! How on Earth did that get through post.The CGI cities look like an Xbox game, very flat and unrealistic lighting.As for the story and acting... yawn. I'd need to be paid a large sum of money to sit through the rest of this drivel.",1
Best of 2020,"This web series is the best web series of 2020, in terms of love story, please release season 2 quickly.",10
"""wow, did not see that coming"" moment","Waiting all season to see Julie Andrews unmasked as the Lady Whistledown and then it's little Pen. I do love a ""wow, did not see that coming"" moment. All though hard to follow, it is not an easy watch. The cast each delivered good performance for the 1800's but stand out performances for me came from Elrose, Antony and Lady Delacorte. Nice touch with making modern music instrumental to suit the era. All in all not a show I will watch twice but I'm glad I did.",10
Amazing Chemistry Between the Two Leads in Season 2,"""Bridgerton"" Season 1 was not my favourite, but I was very impressed with Season 2. ""Bridgerton"" Season 2 shifts focus from Daphne to the man of the house, Anthony. I really appreciate that the writers chose to focus on Anthony because he becomes much more likeable once he takes centre stage. We understand why he acts the way he does regarding love. Most of it is rooted in his grief from losing his father 10 years before. Anthony was forced to become a man much too early.We are introduced to Kate Sharma, a ""spinster"" who also lets her familial duties come before her own wishes. Like Anthony, she is stubborn, loyal, and family-oriented. Queen Charlotte names Kate's sister, Edwina, the social season's ""diamond,"" to which Anthony takes an interest in courting. Throughout the season and in his own words, it is clear Anthony does not wish to marry for love because of his ""family first"" mindset. However, that may just be an excuse to mask the true real reason behind his refusal to marry for love - his fear of loss.Kate and Anthony's longing gazes and moments alone display their immense chemistry. I do not think I've seen such an abundance of on-screen chemistry between two characters other than Kate and Anthony. When the two are alone, the orchestral crescendo matches the rising sexual tension between them. The serious and dramatic tension is accompanied by cute and funny moments, such as the pall-mall scene. A good romance will have both. Additionally, there is chemistry between the entire cast. You can tell they like one another, which really shows that chemistry transports on and off the screen. This season is a ""slow burn,"" which seems quite a different approach from the previous season. The slow buildup of ""enemies to lovers"" archetype, while a cliche, is entertaining yet.Sometimes, period dramas can get boring, but I did not need to fast-forward any scenes in Season 2. Cinematography, acting, and screenplay are 10/10. I am heavily anticipating Season 3, which will place Colin and Penelope's romance to the forefront.",10
More please,"I'll be honest, i don't watch many Shonda Rimes shows. I find them to be not quite my taste for reasons you all probably don't care to know.But this? This is just soapy enough to be fun and substantive enough to keep me interested. This is witty dialogue that relies on.....witty dialogue. This is strong female leads that rely on other strong females to keep them going. This is what I always hoped a Rimes show would be.And since it's based in a series of books where each heroine gets her day, we (hopefully) don't have to worry about too much soapy stuff interrupting our prior heroines happily ever after in the seasons to come.This is a fictionalized England where where you can suspend disbelief and reveal in the world created for your enjoyment.",8
My favorite regency show,"I fell in love with this family in the books and now on tv, even thought they changed a lot of things, the essence of the books are right there and I thank the creators alot for bringing my imagination to life!",10
Boring,I don't have much to say except I stopped watching it after 3 episodes. I tried to like it but there was nothing to like.,1
Gets good,"Took a little for the show to really get going, but you can't help but get wrapped up in it. Very good.",8
Lovely,"Wonderful series, with very nice casting and special plot.",9
Loved it!,Absolutely loved it. The show is romantic and emotional with excellent acting from the two leads. They are passionate and the chemistry is palpable.,10
Binge watch worthy! 10 Stars!,"The plot and the story was very entertaining and utterly romantic. I was hooked from the get go and there wasn't one dull episode the entire season. The diverse cast was so refreshing and I ABSOLUTELY loved it. Binge it or watch it at leisure, it's worth your time for sure. I'm definitely rewatching it over again!",10
Bridgerton,"The series is IMPECCABLE! from the costumes, photography, soundtrack, the representativeness of the cast was wonderful and the cast itself is incredible ... it's just all perfect. a series to cry, have fun, learn from the characters and their evolution. I can't wait for the second season. it was all AMAZING !!",10
Plot?,"What plot? After the first couple of episodes, you realize there is absolutely no plot. The actors do well with what they've been given. Unfortunately, the story is absent. This is quite a bore.",3
Terrific Television!!!,"What a amazing story of siblings trying to find love and romance while trying to avoid big scandles,lying and cheating. A great romantic drama show with a great cast, characters and costume design. The music how they use today's music for the show is amazing! Definitely worth watchingTimothy Treakle.",10
Love this,New look to an old story.. I love it... such a treat...music score is a bonus,10
