Title,Review,Rating Score
More of a Kong movie,"This is not a Godzilla movie. Comparing it to minus one is just not a good comparison. Minus one was a Godzilla movie. This is very much a Kong movie with a guess appearance of Mothra and Godzilla. Which is cool. He was pink which is new. But little to no time was spent on Godzilla fights with other monsters and in the final battle he is just more of an after thought then real player in the fight. For a Kong movie is was pretty decent. I like the exploring of his world and monkeys are fine, but the bad guy monkey was not intimidating. Wasn't a fair fight really. I felt like mecha Godzilla was the better bad guy in the last movie. Screen time was more even on the last one. Fight scenes lasted longer and better done. This one seemed rushed or badly edited. Maybe a smaller budget this time. Enjoyable movie, just take Godzilla out of the title as it's a Kong movie. Love seeing Mothra.",7
Hard to turn my brain off after Minus One,"How many monsterverse movies will it take for Legendary to understand we want more monster action and better human characters?!Godzilla x Kong: The New Empire is the 5th entry in Legendary's Godzilla and Kong universe but like the movies that came before it, The New Empire has the SAME problems.None of the characters are memorable much less relatable and they still take up a lot of the runtime. Godzilla Minus One proves you can have a healthy balance of well-written human drama and kaiju conflict but Legendary prefers to take the turn-your-brain-off approach which doesn't work. There's so much exposition that even the characters had to guess what was happening in the movie itself because nothing made any sense.There are moments of uninterrupted fights between the Titans which are fun but they are few and far between. There are dozens of monsters from Toho's lineup at Legendary's disposal but instead, they opt to create an uninspired and not-so-menacing threat. At no point did I ever feel like anybody was in danger.Speaking of Godzilla, he was an afterthought for no apparent reason. I loved Kong's story and even the addition of Baby Kong had me more excited than any of the human elements of this story.The New Empire was a nonsensical slog that had some fun action scenes between monsters but offered nothing else. The script is contrived and the lack of Godzilla is criminal yet part of me hopes this franchise continues and improves.",5
"Mindless, dumb, fun and an overrall entertaining monster movie","Don't go into this movie expecting some Christopher Nolan level, compelling storytelling. This is a movie where you can go to turn off your brain and enjoy mindless monster action and fan service, and let me tell you, there's a LOT of fan service and I love it.GxK does have its narrative problems such as Jia's character arc, and... the plot.You know that one CGI shot of godzilla in the trailer after he awakens from the ice that everyone and their mother is talking about how bad the CGI is? Yeah, that stays the same, it's not some unfinished CGI, it's literally the final result, the official thing. But that's OK since it only lasts for a few seconds and in the next shot the CGI looks fantastic as usual.I wanted this to be more of a Godzilla movie, but I already know that it's going to be centred around kong before going into this movie because the trailer makes it obvious. Adam Wingard is a fan of Godzilla but GxK did not have a lot of godzilla. Well, there is, but kong gets way more screen time and he's the main character. This is definitely more of a Kong movie, not a Godzilla movie, but I'm okay with it and I hope the next one focuses and centres more around godzilla, or another kaiju that is not kong like Rodan, and oh let me tell you i would be celebrating if a Rodan centred storyline is announced.The human characters are likeable, and by human characters I mean only Trapper and Bernie. Jia in the beginning acts like the stereotypical, cliche lonely high school teenager who doesn't want to talk about her problems, avoids it as much as possible, and is the outcast who has, like, no friends, but that gets quickly overshadowed by the monsters (who have more screen time that ever), Trapper and Bernie. I'm glad they gave the monsters more screen time, it's more fun and entertaining. One of the humans will have a character arc and I'll just say that it could've been better.Enjoy this movie for what it is, what it's supposed to be, a dumb, fun monster movie with a ton of action, fan service, and lore.I'm wasn't sure what rating to give this movie but I settled on 6 so people can know that this is not Everything Everywhere All at Once, this is not The Dark Knight, this doesn't have any compelling storytelling. This is an entertaining monster movie that does what would make Michael Bay still successful if he just did this instead. Even though 6/10 is a bad rating I would highly recommend this movie for people who just want to see big monsters fight, and especially for godzilla fans, and I don't mean the people who think they know everything about godzilla and what every adaptation should be like just because they watched Minus One and liked it. No offense to Minus One fans because basically everyone who's seen the movie loves it. But I've seen critics compare this to Minus One which just doesn't sit right with me.",7
Fun movie although it has its problems,"The film itself is quite fun, the fight scenes between monsters really got me excited, however, the human characters in the film are most of the time very boring to follow, the script ends up forcing too much in several moments, for example, "" the chosen child."" Things that have never been mentioned before in the film appearing out of nowhere to solve a problem, which makes the script a bit lazy. I also think that Godzilla's character should have more scenes in the film, the work focuses a lot on Kong and Kodzila ends up not being shown as much, but it's worth highlighting considering that the main focus is on Kong and his kind. Apart from these points, the film is really fun, the fight scenes are great and very creative.",7
almost feel the same,"We all here for that titan fight that we promised will get right? Well if its that stuff we talking about, than this movie already doing their job. With outstanding way? No really, but its pretty good.Despite all the gigantic fight and the all out war, we kinda see through what the last fight are going to be. That's because this one really put obvious step by step fight process which i really can't tell was it good thing or the oposite.The rest, you gonna pretty much realize that the effort mostly go to the big guys, so the ""ground"" scene its self its hanging on the tip of ""what in the world do they plan to with the stories?""",6
a major disappointment,"This installment came out flat and stayed that way. The story isn't compelling and it's mostly built around Kong, not Godzilla, and the deaf child. She, of course, is precious but she can make up for only so many shortcomings.The CGI are great, so no one will be disappointed in Godzilla or Kong. Kong's new tormentor, another giant ape, wears a snake's spine wrapped around his shoulders as if a bandolier from a Mexican western. All he lacked was a sombrero. Dan Stevens, of Downton Abbey and Beauty and the Beast fame, is totally miscast as a Monarch veterinarian and rock music plays during some of his scenes that is nothing but distracting. And annoying.This movie tries to be too hip for its own good. It's the weakest of the Warner Bros./Legendary Godzilla movies. It has the unfortunate fate to follow one of the best Godzilla movies ever, Godzilla Minus One, and doesn't come close to capturing the same grace, beauty and storyline. I almost got up and walked out, which I have never done in Godzilla movie, but stayed with the King until the end....",5
"""You.Are.My.Home.""","The makers of this second journey of Kong, to the Hollow Earth, and Godzilla, from southern Europe to South America, to finally meet and team up to counter a clear and present danger to us all, have succeeded in instilling a heart and soul into the widespread use of computer-generated images.Jia, the young girl able to communicate with Kong through sign language, brilliantly played by deaf actress Kaylee Hottle, was the key force in the fourth installment of ""The MonsterVerse."" She remains the character who guides us here, too, in a formatted world to which she does not belong, before returning to her origins while helping Kong to fulfill his destiny with the help of powerful or touching new allies.I was lucky enough to be able to enjoy this roller coaster ride through the worlds of our Earth on a very big screen and I highly recommend it. It's a perfect family film, which will appeal to both young and old who have managed to keep a part of their child's soul. Tell me who didn't play like this with their toys when they were a kid - dreaming of what we can now discover on our screen!?If 'The New Empire' is as successful as expected, I hope that Legendary Pictures will produce another Godzilla-vs-Kong film of this quality in the years to come.",8
Big dumb and loud!,"GxK was a great time at the movies, so good I had to go and watch it twice! This movie isn't the smartest or most intelligent movie but it's definitely entertaining.The monsters are big loud and full of heart, the story doesn't slow at all it's full paced from the very start and doesn't let up!Kong is the heart of the story and he is the life of the story.Mothras return is an exciting one, and the human characters are the lest annoying of the franchise which is a bonus!This entry is up there with my favourite monster verse movies, it slots right behind Godzilla: King of the monsters as my fav!Very much looking forward to the next instalment.",7
What a horrible addition to this respected franchise. SKIP THIS ONE!,"What a horrible movie. I have no other way to put it. This film should get a Rotten Tomatoes score below fifty.I've read reviews saying the first Godzilla vs. King Kong movie was a movie about humans where some monsters occasionally showed up. This was a movie about humans and monsters acting like humans, and the only REAL monsters (no human characteristics) are rarely seen.GvK:TNE's story is seventy five percent about Kong, twenty percent about the human characters, and five percent about Godzilla. The movie itself is sixty five percent about the story, and thirty five percent about the special effects.Ninety percent of the Kong storyline is about humanizing the monster, and follows an all-too-worn out Hollywood trope that is used to humanize non-human characters, build sympathy in general, and create to build a bond with the audience. For me it did the opposite: it made me hate Kong and wish that Godzilla would completely devour him and end this pitiful series.The humans' story is equally Hollywood cheese. Of the four main characters, one is completely pointless (I think was supposed to be comic relief, but couldn't even do that), one is so shallow that we have no bond with them whatsoever, one is so predictable that you can almost quote their dialogue without having even seen the movie, and the other's story arc is predictable but well acted and sympathetic (and was ten or eleven years old when the movie was filmed, so kudos to Kaylee Hottle for outacting every single adult in the movie).I don't want to give away any story spoilers. Lets just say it is very predictable. It is sad how predictable Hollywood has become. Watching the movie, anytime you say to yourself, oh, I know what's going to happen... You will be correct. It will be exactly what you expect. There is not one unforeseen plot twist or surprise in the entire story. Not one.I live in Asia and watched this movie in a 4D theater. For those of you unfamiliar with 4D, it is a 3D movie with seats that move (up/down, pitch, yaw) and vibrate, air blows at you, water splashes in your face, there are over 100 scents that are released, and there are strobe lights in the theater. This is all to ""enhance"" the movie.Do you remember that scene from The Hobbit where the Dwarves, Galdalf, and Bilbo escape the elves in that river chase scene? That scene was created for one reason only: to show off the 3D capabilities and to make people who paid to watch the movie in 3D feel they got their money's worth. I honestly felt there were scenes in GvK:TNE that were shot just to take advantage of the 4D theaters. If you feel there are scenes that seem a little ... odd ... chances are something ""cool"" happened in the 4D theater (it wasn't that cool, trust me).",2
Big Match Kaiju,"A movie for anyone who wants a kaiju fight without human intervention, a monsterverse movie with the most kaiju screen time and featuring lots of Kaiju.Forget about anything and just enjoy the kaiju fight, really entertaining.Apart from Godzilla minus one which focuses on the human horror drama of Godzilla, Monsterverse presents a different Godzilla film, Monsterverse focuses on action adventure battles between monsters. Both are films with different presentation purposes so they cannot be compared. If you want to watch monster fights, watch Monsterverse. If you want a film that focuses on terror stories, monster dramas are Godzilla minus one.",10
Good movie But even can make more better.,"The movie is good. Watch it on IMAX for wonderful experience of seeing the titans in more better ways. Story wise can make much better and can be improved. They need to clearly concentrate on enemy side.Making the strong enemy and overcome from that trouble is more better then normal story. Skar king character can make more strong so while movie audiences will think how this titans gonna overcome this enemy. But in this we don't feel the strength of the skar king.Looks trailer shows skar king more dangerous but in movies that not.VFX, CGI are mind blowing.Don't miss this opportunity to watch on big screen kids really enjoy this very well.",7
Need more Godzilla screentime,This Godzilla x Kong feels more like a Kong film than a Godzilla film. And it's sad to see Godzilla being treated like a side character in his own film.I hope from next film onwards there would be a solo Godzilla movie that involves the actual titans not these stupid monkeys we got in the Gvk and Gxk.Godzilla can keep up with Shimo but almost lose to a monkey(Kong) just to please the western people is so pathetic.I was so excited for this movie and I watched it but I came with disappointment.We need Godzilla solo movie from now I hope this is the last movie that involves monkeys.Godzilla King of the Monsters is the best film followed by Minus one and Godzilla 2014.,1
About as expected,"Going into this movie you pretty much know what you're gonna get; which is a bunch of fantasy creatures or (kaiju) battling it out. The thing I like most about this movie is how little it takes itself seriously, and I'm glad it was this way. This movie is nothing like Godzilla minus one with the captivating characters of the movie and heartfelt scenes. The reason why it doesn't have to be like that is because it's just an action packed entertaining blast. This is the kind of movie that you can just have playing in the background and not have to really invest yourself into. In the film there is a lot of kaiju scenes which really is what made this movie. If you're not into fantasy creatures and colossal fight scenes then don't bother with this movie because the plot of the human characters is lackluster. Thankfully they show equally as much if not more of the kaiju then the humans which really redeemed this movie. Overall a fairly strong installment in the kaiju universe that's worth watching.",6
Curious George Saved the night,"The film stars ok, unfortunately it seems some time it gets lost and suddenly your watching a ""Planet of the Apes"" Film.Most notable are the visuals and the theory of the hollow earth.The most irritating it seems we've seem this kind of story thousands of times.Still cannot understand why destroy too much monumental and ancient structures, it will be not too much to destroy for the future, in case they decide to continue the series...And the most funny, as written before, it gets the apparently you are screening at the beginning 2 different kind of films King Kong and Goddzilla by its side and suddenly you jump to Planet of the Apes finishing seeing a Curious George Film ;D.",6
Get ready for a wild ride,"Forget a well-crafted story, Adam Wingard's ""Godzilla x Kong: The New Empire"" feels more like a hyperactive kid's imagination on overdrive. Imagine an eight-year-old hopped up on candy, smashing action figures together and roaring with glee. That's the energy of this movie.While Wingard's previous Godzilla film embraced the campy fun of the old-school monster movies, ""New Empire"" goes all-out, delivering a wild, cartoonish adventure that's like a visual toybox. It might not be the smartest film, but it's guaranteed to be a blast.The movie's big showdown features a chaotic zero-gravity battle between multiple monsters, some with energy blasts and one with an unexpected weapon. While such a spectacle might have been unbelievable in the past, it's clear the studio went all out here with a whopping $135 million budget. This is in stark contrast to Toho's ""Godzilla Minus One"" which had a much smaller price tag of $12 million.Big budget movies lately have been all about special effects and established franchises, demanding the audience pay close attention and participate in online discussions. ""Godzilla x Kong"" flips the script. Who cares about complicated backstories or building the world? This movie just wants you to have pure, dumb fun watching Kong beat the snot out of other giant apes with a tiny ape club.The MonsterVerse movies from Warner Bros. Haven't quite hit the mark. Since 2014, they've tried (and failed) to be serious and adult. ""Godzilla"" (by Gareth Edwards) focused on dark human drama instead of epic monster battles - a mistake. ""Kong: Skull Island"" by Jordan Vogt-Roberts tried to be like ""Apocalypse Now,"" but missed the mark. ""Godzilla: King of the Monsters"" (by Michael Dougherty) aimed for fun, but ended up dull and hard to see with all the smoke. Who needs realistic physics in a movie with Godzilla, King Ghidorah, Mothra, and Rodan? Give us the monster mayhem!Our giant ape hero is looking worse for wear. He's sporting a ""dad bod"" and a gray beard, constantly harassed by creepy monsters, and worst of all, suffering from a nasty toothache. Thankfully, Dr. Ilene Andrews and her daughter Jia are there to help. They even brought in a charming monster vet named Trapper to address Kong's dental woes. These two human characters are a highlight of the film, managing to deliver even the most ridiculous lines with complete seriousness.",6
Greatest insult against our memory.,"This movie is an abomination, an insult to all of us who grew up watching monster movies. Hollywood took the most archetypal monsters and not only changed their essence; It changed its role, its motivation, its form, its universe. This insult against our history must not go unpunished. First: they turned King Kong (historically a giant gorilla attached to blondes) into a friend of children and defender of humanity. They made with him what Gamera was at the time. Then they took Godzilla: he went from being the king of the monsters to simply becoming King Kong's partner to defeat potential enemies. The insult didn't stop there; They transformed Mothra, an enviable enemy of Godzilla into a key defender of humanity. The aberration was adorned with a choral cast where all races are present, making the experience even more vomitous. The plot is indefensible: nothing has logic, nothing has coherence, the past is not honored (nor Godzilla's music) nor the mystique of the great monsters that marked our lives. Those who made the film should go to jail for this attack. On the positive side is a well-done fight sequence. That adds a point to this humiliating, painful and daringly fatal experience.",2
Best of the recent movies!,"I love all things Godzilla, but after watching the trailers for this one I was not so sure. Mini Kong was a big red flag for me. However that part of the story was well done.A big positive was the somewhat limited parts the humans played. Yes, there were some cringe moments, like how a dentist knows how to pilot a high tech craft. The acting was pretty good, and the attempts at comedy were tolerable.Disappointed that the story was 70% Kong and less Godzilla, although the Kong story was pretty good. But, could they not come up with a better name for the villain, Scar King? Really?I was hoping Godzilla's enemy would be Destroyah, that would have been epic.The end battle was okay, but not great.Several people in the theater were clapping, so I am not alone in liking this one.I will definitely buy the blu-ray!",8
Mostly stupid but still entertaining,"First a little mini rant. I've noticed a trend that action/superhero/effects movies tend to have a 3D release. With a few notable exceptions, there seems to be no reason for it. There are a lot of really cool potential effects that the filmmakers could use to make 3D worthwhile, but they usually end up not using the. So PLEASE STOP!!OK, so on to the review. This movie is a mess. Put more truthfully, it's really TWO movies. There's the monster movie of Kong fighting a tribe of ancient enslaved apes with an equally enslaved ice monster (the Godzilla/anti-Godzilla concept was actually kind of cool), Godzilla fighting the Titans and wrecking havoc on world cities, and Mothra bringing order and balance to the whole. Then there's the human movie of discovering a lost (and quite advanced civilization) that unites Jia with the people she thought she had lost (oh, and she's a Messiah/savior figure to boot - who would have guessed)?The Monster Movie is fun, as you would expected (and again, here's where the 3D effects would have done in really handy and been really cool - lost opportunity, guys). It's really stupid and nonsensical, but run to watch Rome, and Cairo and the Pyramids, and Rio get tromped on by Godzilla and the other beasts. In this case there's little to no dialogue or acting needed, so it's pure action.The secondary discovery of the lost civilization movie had real potential. Since it was nestled inside the monster movie, there was not really enough time to develop this, so it felt rushed and perfunctory. This could have been a sort of Underground Pandora, with (again lost opportunity) cool 3D graphics. But because this is really a monster movie, the action jumped back and forth between the two, sometimes with scenes of humans trying to track Godzilla (why?). It makes the movie kind of a disjointed mess.The writing and acting are stupendously bad - terrific waste of some really good talent.I would have loved for this to have actually been two different movies. The origin story of the telepathic Iwi, how they ended up in the uncharted second level underground layer of Hollow Earth, and the story behind their (apparently) special relationship with Mothra would have been really and could have made up a full movie (or even franchise) in and of itself.Ultimately, it's got the same appeal of a Mission:Impossible or Fast and Furious movie. Sometimes you just want to go see things get blowed up.",6
Flop plot,"How can i say... This movie have everything i call generic. American movies are more focused on bringing more cgi effects and transformers stuff than a good story. Surreal stuff happens and they react like ""yeah thats normal, pretty basics"" and that kind of stuff you know?! In the middle of the movie i almost praied to end that. I gave it a 5 not to give 4. Theres nothing i can say it is very good. Everythings generic, and now they bring the sound effects of transformers now think... Dont waste your time and money and wait to see on internet. Even so you need to think on that. Minus One is BY FAR better than this.",5
Fantastic movie,Fantastic fun movie made me laugh and even made me feel more for kong though Godzilla is still my favourite.The side characters were really enjoyable but did not overwhelm the movie. Kong had a good arc which made me enjoy him more as a character the characters that turn up later in the movie also had their turn around moments and I hope Shimo gets more screen time in the next movie she's a really cool monster with a great design and hope they explore her character more in the future this movie was a joy to watch and is not depressing or polarising like a lot of movies these days they need to make more fun movies like this one.,10
Absolutely Stupid,"I left the theater feeling stupid, but yeah, I expected that. What I didn't expect was that Kong could get a toothache, and Godzilla now can run! And jump! And what material is Kong's robot arm made of? It didn't get a single dent after the fight with other titans. And don't get me started on Godzilla getting an upgrade and becoming pink after killing another titan who never even antagonized him. I guess the villain is not too bad, but the humans are utterly useless. While it's not as bad as Monarch the TV series (which is a snoozefest), it's still not good. The only decent monsterverse movies in my opinion are the first Godzilla and Kong Skull Island. The others in the franchise are just dumb. They're not unwatchable or anything, but just don't expect too much. I gave it a 6 because I didnt feel like I wanted to leave the theater early.",6
Easily the Worst Script ever made.,"The script is truly rubbish. The scriptwriter, director and the studio really treat their audience as if they have no brains and it is a real lack of respect. Sure they are monsters fighting, but still the simple fact of how what is happening is described is seriously the worst thing I have ever seen.I can't believe they actually think the public agrees with what's happening. Humans only appear to explain things to you that don't make any sense. Gozilla sleeping like a cat in the Colosseum is simply lazy writing. Kong with a toothache really made me feel so cringe that I couldn't take anything else seriously. This movie is simply bad.",2
What the hell was that ?,"2 stars for visual effects.The actors are completely out of range, it's cringe, its dated, it's unoriginal, the music looked like it came from another movie, the script is non-existent, it was a pure horrific nightmare to watch.I really wanted to gave this movie a chance, but the movie let me down completely.The script itself was lost in it's story, there was no explanation whatsoever, we have some scenes that were already seen a zigabillion times.Oh, and it's a happy ending for our heroes (of course) but let's not talk about the fact that millions of people were killed when titans, Kong and Godzilla are fighting in the middle of some cities...Waste your time with this movie if you want to truly comprehend how we can still make movies already seen with no heart in it.",2
Brilliant movie in the monsterverse,"Love to see pink little bit disappointed for the little fight scenes expect to be more fight scenes, amazing hollow earth views. Hollow Earth is a mystery. Love to see more godzilla scenesand fight is rather a cameo more should be there. But still superbly entertained and kong oh so powerful.Hope next movies will be good or expecting even better than this one. We would love to see a solo godzilla movie in which he will be seen more and there should be more fight scenes and more powerful titans. Lastly hats off to the producers again for the amazing portrait of the hollow earth,hope we can see more of it in upcoming monsterverse movies.",10
Kong of War,"What in the Guardians of the Galaxy, Avengers Infinity War, God of War, Planet of the Apes, Avatar mishmash did I just watch?Stupid, over the top, and ridiculous is Godzilla x Kong: The New Empire. The only question I have is what ideas didn't they cut from what I imagine is a pool of stupidity.But this is exactly what I expected. Fun stupidity, and while it was fun, it just wasn't as much fun as I would've hoped.The film opens up to some great titan action, and then things just stop in the second act. Focusing way too much on the boring human subplot. Godzilla is unfortunately wasted and not properly utilized. I appreciate them showing how he's charging up his power, but then he only has it for like five minutes when he spent literally the whole movie charging it up.Fortunately, things do pick up in the third act with some great action. However, it was underwhelming and just ended too fast. If they spent more time on titan action and less on the boring human subplot, then they would have had time and wouldn't have needed to rush the third act.The film was beautiful, thankfully, and surprisingly, the 3D looked really good. I normally don't care for 3D, but for some reason, all the showings today at my local cinema were in 3D only.Overall, while this is better than King of the Monsters, I don't think it's better than Godzilla Vs. Kong. Irregardless, all three of these films are painfully average to below average anyway.So if you can turn your brain off to all the stupidity and stomach some boring human drama, then I'm sure Godzilla x Kong will provide some popcorn eating entertainment this holiday weekend.IMDb: 4/10
Letterboxd: 2/5Watched in Theaters.",4
5 movies to get it right in glorious IMAX 3D,"What I you want from a Warner Brothers Godzilla / Kong movie? Giant CGI monster fights. Don't get me wrong, Godzilla -1 was great. But that's a different monster, literally. Samuel Jackson, Ken Watanabe, Elizabeth Olsen, Millie Bobbie Brown, Rebecca Hall, all great actors, love their other work. I don't care about their collective back story / family drama when it gets in the way of giant CGI Kong / Godzilla / Monster fights. This is the Warner Bothers version finally done right. From literally the opening shot it's a giant Kong monster fight followed by another giant CGI monster fight followed by another, and then another, every 5 maybe 10 minutes tops. Spaced thankfully very sparingly with just enough human narrative / exposition to keep the movie humming along with just enough plot and then, yes, get to the next giant CGI monster fight. Which all Dah-liver in glorious IMAX 3D. Don't waste your time seeing this in anything other than IMAX 3D. It's not going to win any awards other than Special Effects (Godzilla -1) and it should win that in a walk away. The effects are spectacular in IMAX 3D and they had the audience I saw this with standing up and cheering.",8
"High expectations, wish u never paid for the movie.","The movie was awful. If you liked the 2014 version and especially king of the monsters, this is a cocomelon version of any of those. Shimu is a huge disappointment, scar king has attitude, monsters don't need human emotion!!! Stop destroying good characters by making them more human!!....you'd think these directors would learn. Do yourself a favor and don't pay for it. Wait for it to come out. You'll be glad you did. Just wasted $40 on tickets and another 30 on snacks for a horrible movie. Even my teenager thought it was stupid. And I'm an optimist!! Lol. Wait for it to come out for $25 and have 24 of your friends come over for a dollar and maybe the one that likes soap operas will enjoy it.",1
"Oh my god, what was that","I felt like this movie had no sense. Dialogues vere missing, there was no engaging story, like 80% of the movie is sounds of screaming monkey and screaming godzilla. Previous one from 2021 was much better. I watched them in cinema on the marathon and one after another, oh my... there was huge difference, 2021 movie had more sense in sake of story, shooting. In this movie the plot is chaotic and is not very engaging. If someone wants to go to the theatre's just to watch fight scenes, I guess he will be satisfied but personally - I wasnt. Important thing is that I am not a huge fun of this franchise but valid point is that the previous version satisfied me much more.",4
All an all what you expect from a monster movie id delivers,I just finished the movie. Though it has a fast pace from the previous movies but you will be amazed by many shots and new monsters. Godzilla being bad ass daddy and kong being the family guy to watch then is very cool. You will know about some great back story of titans and you will now able to connect dots and also there are many cute awww moments also. One thing you may not like is how fastly things will happen here and there and you kinda wanted to see some more actions in fight scene but it is ok. You will be able to see how humans and titans are connected and some important role of humans in this battle.,8
It's All So Terrible...,"The tropes, the cliched characters, the story, another ""girl boss"". How did this get made? The script is awful, the acting is as bad as the story and it's boring. So very boring. You've seen this very same plot, characters and situations multiple times. I saw this after Godzilla Minus One, which was excellent and true to the subject matter, while this is anything but. It seems to have been written by school children for school children, and they still would have been disappointed. Hollywood will keep making this type of horrible nonsense while people pay to watch it. I can't see anyone older that early teens enjoying this. I sure didn't.",3
Best Kaiju movie ever!!!,"Godzilla x Kong a new empire is my new favourite monster flick! DONT LISTEN TO THE ""CRITICS"" WHO GIVE IT BAD OR MEDIOCRE REVIEWS. It takes everything great from king of the monsters and Godzilla vs Kong and adds so much more! Its quirky and entertaining like Skull island. I watched it in cinema in 4DX. It was the perfect movie for this with many explosions and great fight scenes that drag on but keep you stimulated with vibrant, astonishing and groundbreaking VFX such as Godzilla's supercharged radioactive beam. It incorporates a lot of confusing but exciting science that sometimes bored me and great vibes of mystery. The science fiction and wonder is great. The bizarre but chaotic plot had me gripped and enthralled with emotion and amazement - but some brainless moments too. I think the film is basically just a Kong film with a bit of godzilla spice. Its like avatar plus planet of the apes. I must say Godzilla's final form was a bit underwhelming (I think minus one and shin Godzilla did better) but it was still astonishing and I liked it. Overall I loved it and there is much more to say!",9
The start of mediocrity,"I am not a fan keep criticizing every small imperfection of movies from sci-fi or fantasy worlds. I liked the last godzilla vs king movie, and I liked the Monarch show on Apple TV. That said, this latest movie is definitely not a movie I would watch again, not even if I am bored on a trans-continent flight.The plot is strange. I'm feeling the basic idea is to let kong and godzilla to be friends. And give Kong a kingdom so he could be the ""King"" Kong. I can also accept the idea of ""underground world"" of the ""hollow earth"", if you take the ""hollow earth"" as another world rather than the literal ""inside earth crust"". But how the heck did Godzilla ""seal"" the scar king in there? And how the hell did the entire ape world become a slavery tribe? And they had to introduce another Godzilla-type of monsters in there to ""even the play field""? And the setup that governments have no pieces in the ""hollow earth"" is just laughable. Ok, i'll bite. But aren't there many visible portals around? Why did the scar king stay put until one of his henchmen saw the temporarily revealed portal from the ""not so hidden tribe""? And, I think Jia was cute in the last movie, but her presence and the entire underground civilization setting is just W. T. F.Still remotely entertaining, seeing monsters fight and all. But this is definitely a very much downgrade from the last few movies.",5
"Little tension, big beatdowns","I went into this movie just wanting to see ""big monsters hit each other."" There's definitely a lot of fight instances, however I found myself disappointed by a lot of them. Most of them were one sided beat downs some of which lasted seconds. I thought maybe it's okay because we are building up for one big epic finale fight, but that also felt very one sided and as a result a little boring.Important to say the movie definitely had its moments. There were some good laughs and enjoyable moments between Godzilla and Kong. There was enough to make me smile that made me not rate this lower. Unfortunately the negatives outweighed the positives for me.The inclusion of Godzilla in this movie did not quite feel right. He was kind of just there and almost just a plot convence and to pull people into the seats by having him in the title. The main focus is on Kong which is not a problem, but you would expect to see a little more than a few very quick scenes of here's where Godzilla is now.The people scenes are the weakest parts of the film. Not that interesting, the comedic relief is not that great and some decisions seem nonsensical.Lastly I am a firm believer of the suspension of disbelief and just accepting the rules of a movies world. I am super annoyed but this blue stick that magically controls the other ""big bad"" with absolutely no explanation other than ""he uses pain to control it.""Overall if you are looking for big monster beatdowns where there's little tension and no fear for the heroes then check this out.",5
Monster epic film with lots of action and style that delivers big screen entertainment.,5 out of 5 stars.Godzilla X Kong: The New Empire is an awesome monster film that delivers a great sequel to the monsterverse. Having Kong and Godzilla team up to battle against Skar King a giant ape who is bent on escaping the Hollow Earth to take over. While Kong will need all the help he can get.Plot is great. The action sequences are exciting and a wild ride. The visual effects are great. Adam Wingard direction of giving it a special colorful lighting does a great job. And the music score is also very promising. The cast ensemble is great too. The human characters are more on the side lines while the monsters take majority of the screen time with a destructive battle. The villain was great. There is also a surprise with the team up as kong and godzilla fight against the bad guy and another titan appearance is fun too.This film is just awesome in every level that is worth seeing on the biggest screen.,10
disappointed,"I don't know, is it difficult to produce a great film these days? I don't see anything interesting watching this movie! The story is very boring and the events are not very interesting.The actors are not professionals, it's a copy of the previous movie If you have watched the previous version of this film, you will see the same places and the same effects.Don't waste your time watching itis clearly not that interestedI don't know if the producers of this film care about viewers' opinions and ratings or if they only care about the money But I know that in the previous version there were very bad review's to the film and they did not pay any attention to it. They produced a film worse than the previous version.Please stop making parts for this movie, it has become very boring.",2
an absolute BLAST!!!,"Now i know this movie is not gonna win everybody over but it hella did for me!! This is the most entertaining monsterverse film so far, not 10 minutes go by without a monster fight and that is really what everybody is wanting from the king of the monsters and the 8th wonder of the world right? Ofcourse the movie has many flaws as usual the humans are the worst part of the movie but they are a improvement over milly boby brown from the last two. And really the main character of the movie is KONG himself! Tho being a godzilla fan it did hurt to see godzilla be kinda shoved in last second, but he is still in it a good chunk of the time. And i know that godzilla minus one just came out and i know it was really good but thinking that is good and THIS isnt just is not right! They are two completly different movies and have no right to be compared to eachother and godzilla is such a flexable character he can work in a gritty world and a campy fun world! And i am so glad that we live it times were we can have both kinds!!",10
It's okay I guess,"Went without a lot of expectations but was still a bit dissatisfied by the end. The visuals were fine but the story seemed to be a randomly collected mess of tropes. (Mind you I have never seen any other Godzilla or Kong movies) The sort of mystical people who were unknown to anyone just honestly didn't add anything to the story here. They weren't fleshed out and fell flat.Got to see some cool titans tho, thats always cool. All the running and screaming humans added nothing for me tho. Somehow I would be curious what the story could be if we removed it from the human world completely. I kinda want to see Kong just explore the hollow earth and discover things on his own without the chosen one child there.",5
"In the land of the blind, the one eyed man still hated it.","Seriously b grade animation akin to video game graphics, a patchy storyline and oddly enough, better acting from the CGI characters than the real ones.Like someone who jumps off a bridge into water, hoping for a rush, I too was disappointed to find out it was way too shallow to dive into.Even the 'camera work' was poorly framed and the storyline was vapid at best. I think everyone can agree when they created baby Yoda they birthed a cute and likeable character that people wanted to see more of, but even the 'jump the shark' effort of introducing baby Kong falls shorter than the life that was left in Happy Days.",2
